yearID,teamID,G,W,L,WSWin
1980,SEA,163,59,103,N
1980,SFN,161,75,86,N
1980,SLN,162,74,88,N
1980,TEX,163,76,85,N
1980,TOR,162,67,95,N
1981,ATL,107,50,56,N
1981,BAL,105,59,46,N
1981,BOS,108,59,49,N
1981,CAL,110,51,59,N
1981,CHA,106,54,52,N
1981,CHN,106,38,65,N
1981,CIN,108,66,42,N
1981,CLE,103,52,51,N
1981,DET,109,60,49,N
1981,HOU,110,61,49,N
1981,KCA,103,50,53,N
1981,LAN,110,63,47,Y
1981,MIN,110,41,68,N
1981,ML4,109,62,47,N
1981,MON,108,60,48,N
1981,NYA,107,59,48,N
1981,NYN,105,41,62,N
1981,OAK,109,64,45,N
1981,PHI,107,59,48,N
1981,PIT,103,46,56,N
1981,SDN,110,41,69,N
1981,SEA,110,44,65,N
1981,SFN,111,56,55,N
1981,SLN,103,59,43,N
1981,TEX,105,57,48,N
1981,TOR,106,37,69,N
1982,ATL,162,89,73,N
1982,BAL,163,94,68,N
1982,BOS,162,89,73,N
1982,CAL,162,93,69,N
1982,CHA,162,87,75,N
1982,CHN,162,73,89,N
1982,CIN,162,61,101,N
1982,CLE,162,78,84,N
1982,DET,162,83,79,N
1982,HOU,162,77,85,N
1982,KCA,162,90,72,N
1982,LAN,162,88,74,N
1982,MIN,162,60,102,N
1982,ML4,163,95,67,N
1982,MON,162,86,76,N
1982,NYA,162,79,83,N
1982,NYN,162,65,97,N
1982,OAK,162,68,94,N
1982,PHI,162,89,73,N
1982,PIT,162,84,78,N
1982,SDN,162,81,81,N
1982,SEA,162,76,86,N
1982,SFN,162,87,75,N
1982,SLN,162,92,70,Y
1982,TEX,162,64,98,N
1982,TOR,162,78,84,N
1983,ATL,162,88,74,N
1983,BAL,162,98,64,Y
1983,BOS,162,78,84,N
1983,CAL,162,70,92,N
1983,CHA,162,99,63,N
1983,CHN,162,71,91,N
1983,CIN,162,74,88,N
1983,CLE,162,70,92,N
1983,DET,162,92,70,N
1983,HOU,162,85,77,N
1983,KCA,163,79,83,N
1983,LAN,163,91,71,N
1983,MIN,162,70,92,N
1983,ML4,162,87,75,N
1983,MON,163,82,80,N
1983,NYA,162,91,71,N
1983,NYN,162,68,94,N
1983,OAK,162,74,88,N
1983,PHI,163,90,72,N
1983,PIT,162,84,78,N
1983,SDN,163,81,81,N
1983,SEA,162,60,102,N
1983,SFN,162,79,83,N
1983,SLN,162,79,83,N
1983,TEX,163,77,85,N
1983,TOR,162,89,73,N
1984,ATL,162,80,82,N
1984,BAL,162,85,77,N
1984,BOS,162,86,76,N
1984,CAL,162,81,81,N
1984,CHA,162,74,88,N
1984,CHN,161,96,65,N
1984,CIN,162,70,92,N
1984,CLE,163,75,87,N
1984,DET,162,104,58,Y
1984,HOU,162,80,82,N
1984,KCA,162,84,78,N
1984,LAN,162,79,83,N
1984,MIN,162,81,81,N
1984,ML4,161,67,94,N
1984,MON,161,78,83,N
1984,NYA,162,87,75,N
1984,NYN,162,90,72,N
1984,OAK,162,77,85,N
1984,PHI,162,81,81,N
1984,PIT,162,75,87,N
1984,SDN,162,92,70,N
1984,SEA,162,74,88,N
1984,SFN,162,66,96,N
1984,SLN,162,84,78,N
1984,TEX,161,69,92,N
1984,TOR,163,89,73,N
1985,ATL,162,66,96,N
1985,BAL,161,83,78,N
1985,BOS,163,81,81,N
1985,CAL,162,90,72,N
1985,CHA,163,85,77,N
1985,CHN,162,77,84,N
1985,CIN,162,89,72,N
1985,CLE,162,60,102,N
1985,DET,161,84,77,N
1985,HOU,162,83,79,N
1985,KCA,162,91,71,Y
1985,LAN,162,95,67,N
1985,MIN,162,77,85,N
1985,ML4,161,71,90,N
1985,MON,161,84,77,N
1985,NYA,161,97,64,N
1985,NYN,162,98,64,N
1985,OAK,162,77,85,N
1985,PHI,162,75,87,N
1985,PIT,161,57,104,N
1985,SDN,162,83,79,N
1985,SEA,162,74,88,N
1985,SFN,162,62,100,N
1985,SLN,162,101,61,N
1985,TEX,161,62,99,N
1985,TOR,161,99,62,N
1986,ATL,161,72,89,N
1986,BAL,162,73,89,N
1986,BOS,161,95,66,N
1986,CAL,162,92,70,N
1986,CHA,162,72,90,N
1986,CHN,160,70,90,N
1986,CIN,162,86,76,N
1986,CLE,163,84,78,N
1986,DET,162,87,75,N
1986,HOU,162,96,66,N
1986,KCA,162,76,86,N
1986,LAN,162,73,89,N
1986,MIN,162,71,91,N
1986,ML4,161,77,84,N
1986,MON,161,78,83,N
1986,NYA,162,90,72,N
1986,NYN,162,108,54,Y
1986,OAK,162,76,86,N
1986,PHI,161,86,75,N
1986,PIT,162,64,98,N
1986,SDN,162,74,88,N
1986,SEA,162,67,95,N
1986,SFN,162,83,79,N
1986,SLN,161,79,82,N
1986,TEX,162,87,75,N
1986,TOR,163,86,76,N
1987,ATL,161,69,92,N
1987,BAL,162,67,95,N
1987,BOS,162,78,84,N
1987,CAL,162,75,87,N
1987,CHA,162,77,85,N
1987,CHN,161,76,85,N
1987,CIN,162,84,78,N
1987,CLE,162,61,101,N
1987,DET,162,98,64,N
1987,HOU,162,76,86,N
1987,KCA,162,83,79,N
1987,LAN,162,73,89,N
1987,MIN,162,85,77,Y
1987,ML4,162,91,71,N
1987,MON,162,91,71,N
1987,NYA,162,89,73,N
1987,NYN,162,92,70,N
1987,OAK,162,81,81,N
1987,PHI,162,80,82,N
1987,PIT,162,80,82,N
1987,SDN,162,65,97,N
1987,SEA,162,78,84,N
1987,SFN,162,90,72,N
1987,SLN,162,95,67,N
1987,TEX,162,75,87,N
1987,TOR,162,96,66,N
1988,ATL,160,54,106,N
1988,BAL,161,54,107,N
1988,BOS,162,89,73,N
1988,CAL,162,75,87,N
1988,CHA,161,71,90,N
1988,CHN,163,77,85,N
1988,CIN,161,87,74,N
1988,CLE,162,78,84,N
1988,DET,162,88,74,N
1988,HOU,162,82,80,N
1988,KCA,161,84,77,N
1988,LAN,162,94,67,Y
1988,MIN,162,91,71,N
1988,ML4,162,87,75,N
1988,MON,163,81,81,N
1988,NYA,161,85,76,N
1988,NYN,160,100,60,N
1988,OAK,162,104,58,N
1988,PHI,162,65,96,N
1988,PIT,160,85,75,N
1988,SDN,161,83,78,N
1988,SEA,161,68,93,N
1988,SFN,162,83,79,N
1988,SLN,162,76,86,N
1988,TEX,161,70,91,N
1988,TOR,162,87,75,N
1989,ATL,161,63,97,N
1989,BAL,162,87,75,N
1989,BOS,162,83,79,N
1989,CAL,162,91,71,N
1989,CHA,161,69,92,N
1989,CHN,162,93,69,N
1989,CIN,162,75,87,N
1989,CLE,162,73,89,N
1989,DET,162,59,103,N
1989,HOU,162,86,76,N
1989,KCA,162,92,70,N
1989,LAN,160,77,83,N
1989,MIN,162,80,82,N
1989,ML4,162,81,81,N
1989,MON,162,81,81,N
1989,NYA,161,74,87,N
1989,NYN,162,87,75,N
1989,OAK,162,99,63,Y
1989,PHI,163,67,95,N
1989,PIT,164,74,88,N
1989,SDN,162,89,73,N
1989,SEA,162,73,89,N
1989,SFN,162,92,70,N
1989,SLN,164,86,76,N
1989,TEX,162,83,79,N
1989,TOR,162,89,73,N
1990,ATL,162,65,97,N
1990,BAL,161,76,85,N
1990,BOS,162,88,74,N
1990,CAL,162,80,82,N
1990,CHA,162,94,68,N
1990,CHN,162,77,85,N
1990,CIN,162,91,71,Y
1990,CLE,162,77,85,N
1990,DET,162,79,83,N
1990,HOU,162,75,87,N
1990,KCA,161,75,86,N
1990,LAN,162,86,76,N
1990,MIN,162,74,88,N
1990,ML4,162,74,88,N
1990,MON,162,85,77,N
1990,NYA,162,67,95,N
1990,NYN,162,91,71,N
1990,OAK,162,103,59,N
1990,PHI,162,77,85,N
1990,PIT,162,95,67,N
1990,SDN,162,75,87,N
1990,SEA,162,77,85,N
1990,SFN,162,85,77,N
1990,SLN,162,70,92,N
1990,TEX,162,83,79,N
1990,TOR,162,86,76,N
1991,ATL,162,94,68,N
1991,BAL,162,67,95,N
1991,BOS,162,84,78,N
1991,CAL,162,81,81,N
1991,CHA,162,87,75,N
1991,CHN,160,77,83,N
1991,CIN,162,74,88,N
1991,CLE,162,57,105,N
1991,DET,162,84,78,N
1991,HOU,162,65,97,N
1991,KCA,162,82,80,N
1991,LAN,162,93,69,N
1991,MIN,162,95,67,Y
1991,ML4,162,83,79,N
1991,MON,161,71,90,N
1991,NYA,162,71,91,N
1991,NYN,161,77,84,N
1991,OAK,162,84,78,N
1991,PHI,162,78,84,N
1991,PIT,162,98,64,N
1991,SDN,162,84,78,N
1991,SEA,162,83,79,N
1991,SFN,162,75,87,N
1991,SLN,162,84,78,N
1991,TEX,162,85,77,N
1991,TOR,162,91,71,N
1992,ATL,162,98,64,N
1992,BAL,162,89,73,N
1992,BOS,162,73,89,N
1992,CAL,162,72,90,N
1992,CHA,162,86,76,N
1992,CHN,162,78,84,N
1992,CIN,162,90,72,N
1992,CLE,162,76,86,N
1992,DET,162,75,87,N
1992,HOU,162,81,81,N
1992,KCA,162,72,90,N
1992,LAN,162,63,99,N
1992,MIN,162,90,72,N
1992,ML4,162,92,70,N
1992,MON,162,87,75,N
1992,NYA,162,76,86,N
1992,NYN,162,72,90,N
1992,OAK,162,96,66,N
1992,PHI,162,70,92,N
1992,PIT,162,96,66,N
1992,SDN,162,82,80,N
1992,SEA,162,64,98,N
1992,SFN,162,72,90,N
1992,SLN,162,83,79,N
1992,TEX,162,77,85,N
1992,TOR,162,96,66,Y
1993,ATL,162,104,58,N
1993,BAL,162,85,77,N
1993,BOS,162,80,82,N
1993,CAL,162,71,91,N
1993,CHA,162,94,68,N
1993,CHN,163,84,78,N
1993,CIN,162,73,89,N
1993,CLE,162,76,86,N
1993,COL,162,67,95,N
1993,DET,162,85,77,N
1993,FLO,162,64,98,N
1993,HOU,162,85,77,N
1993,KCA,162,84,78,N
1993,LAN,162,81,81,N
1993,MIN,162,71,91,N
1993,ML4,162,69,93,N
1993,MON,163,94,68,N
1993,NYA,162,88,74,N
1993,NYN,162,59,103,N
1993,OAK,162,68,94,N
1993,PHI,162,97,65,N
1993,PIT,162,75,87,N
1993,SDN,162,61,101,N
1993,SEA,162,82,80,N
1993,SFN,162,103,59,N
1993,SLN,162,87,75,N
1993,TEX,162,86,76,N
1993,TOR,162,95,67,Y
1994,ATL,114,68,46,
1994,BAL,112,63,49,
1994,BOS,115,54,61,
1994,CAL,115,47,68,
1994,CHA,113,67,46,
1994,CHN,113,49,64,
1994,CIN,115,66,48,
1994,CLE,113,66,47,
1994,COL,117,53,64,
1994,DET,115,53,62,
1994,FLO,115,51,64,
1994,HOU,115,66,49,
1994,KCA,115,64,51,
1994,LAN,114,58,56,
1994,MIN,113,53,60,
1994,ML4,115,53,62,
1994,MON,114,74,40,
1994,NYA,113,70,43,
1994,NYN,113,55,58,
1994,OAK,114,51,63,
1994,PHI,115,54,61,
1994,PIT,114,53,61,
1994,SDN,117,47,70,
1994,SEA,112,49,63,
1994,SFN,115,55,60,
1994,SLN,115,53,61,
1994,TEX,114,52,62,
1994,TOR,115,55,60,
1995,ATL,144,90,54,Y
1995,BAL,144,71,73,N
1995,BOS,144,86,58,N
1995,CAL,145,78,67,N
1995,CHA,145,68,76,N
1995,CHN,144,73,71,N
1995,CIN,144,85,59,N
1995,CLE,144,100,44,N
1995,COL,144,77,67,N
1995,DET,144,60,84,N
1995,FLO,143,67,76,N
1995,HOU,144,76,68,N
1995,KCA,144,70,74,N
1995,LAN,144,78,66,N
1995,MIN,144,56,88,N
1995,ML4,144,65,79,N
1995,MON,144,66,78,N
1995,NYA,145,79,65,N
1995,NYN,144,69,75,N
1995,OAK,144,67,77,N
1995,PHI,144,69,75,N
1995,PIT,144,58,86,N
1995,SDN,144,70,74,N
1995,SEA,145,79,66,N
1995,SFN,144,67,77,N
1995,SLN,143,62,81,N
1995,TEX,144,74,70,N
1995,TOR,144,56,88,N
1996,ATL,162,96,66,N
1996,BAL,163,88,74,N
1996,BOS,162,85,77,N
1996,CAL,161,70,91,N
1996,CHA,162,85,77,N
1996,CHN,162,76,86,N
1996,CIN,162,81,81,N
1996,CLE,161,99,62,N
1996,COL,162,83,79,N
1996,DET,162,53,109,N
1996,FLO,162,80,82,N
1996,HOU,162,82,80,N
1996,KCA,161,75,86,N
1996,LAN,162,90,72,N
1996,MIN,162,78,84,N
1996,ML4,162,80,82,N
1996,MON,162,88,74,N
1996,NYA,162,92,70,Y
1996,NYN,162,71,91,N
1996,OAK,162,78,84,N
1996,PHI,162,67,95,N
1996,PIT,162,73,89,N
1996,SDN,162,91,71,N
1996,SEA,161,85,76,N
1996,SFN,162,68,94,N
1996,SLN,162,88,74,N
1996,TEX,163,90,72,N
1996,TOR,162,74,88,N
1997,ANA,162,84,78,N
1997,ATL,162,101,61,N
1997,BAL,162,98,64,N
1997,BOS,162,78,84,N
1997,CHA,161,80,81,N
1997,CHN,162,68,94,N
1997,CIN,162,76,86,N
1997,CLE,161,86,75,N
1997,COL,162,83,79,N
1997,DET,162,79,83,N
1997,FLO,162,92,70,Y
1997,HOU,162,84,78,N
1997,KCA,161,67,94,N
1997,LAN,162,88,74,N
1997,MIN,162,68,94,N
1997,ML4,161,78,83,N
1997,MON,162,78,84,N
1997,NYA,162,96,66,N
1997,NYN,162,88,74,N
1997,OAK,162,65,97,N
1997,PHI,162,68,94,N
1997,PIT,162,79,83,N
1997,SDN,162,76,86,N
1997,SEA,162,90,72,N
1997,SFN,162,90,72,N
1997,SLN,162,73,89,N
1997,TEX,162,77,85,N
1997,TOR,162,76,86,N
1998,ANA,162,85,77,N
1998,ARI,162,65,97,N
1998,ATL,162,106,56,N
1998,BAL,162,79,83,N
1998,BOS,162,92,70,N
1998,CHA,163,80,82,N
1998,CHN,163,90,73,N
1998,CIN,162,77,85,N
1998,CLE,162,89,73,N
1998,COL,162,77,85,N
1998,DET,162,65,97,N
1998,FLO,162,54,108,N
1998,HOU,162,102,60,N
1998,KCA,161,72,89,N
1998,LAN,162,83,79,N
1998,MIL,162,74,88,N
1998,MIN,162,70,92,N
1998,MON,162,65,97,N
1998,NYA,162,114,48,Y
1998,NYN,162,88,74,N
1998,OAK,162,74,88,N
1998,PHI,162,75,87,N
1998,PIT,163,69,93,N
1998,SDN,162,98,64,N
1998,SEA,161,76,85,N
1998,SFN,163,89,74,N
1998,SLN,163,83,79,N
1998,TBA,162,63,99,N
1998,TEX,162,88,74,N
1998,TOR,163,88,74,N
1999,ANA,162,70,92,N
1999,ARI,162,100,62,N
1999,ATL,162,103,59,N
1999,BAL,162,78,84,N
1999,BOS,162,94,68,N
1999,CHA,162,75,86,N
1999,CHN,162,67,95,N
1999,CIN,163,96,67,N
1999,CLE,162,97,65,N
1999,COL,162,72,90,N
1999,DET,161,69,92,N
1999,FLO,162,64,98,N
1999,HOU,162,97,65,N
1999,KCA,161,64,97,N
1999,LAN,162,77,85,N
1999,MIL,161,74,87,N
1999,MIN,161,63,97,N
1999,MON,162,68,94,N
1999,NYA,162,98,64,Y
1999,NYN,163,97,66,N
1999,OAK,162,87,75,N
1999,PHI,162,77,85,N
1999,PIT,161,78,83,N
1999,SDN,162,74,88,N
1999,SEA,162,79,83,N
1999,SFN,162,86,76,N
1999,SLN,161,75,86,N
1999,TBA,162,69,93,N
1999,TEX,162,95,67,N
1999,TOR,162,84,78,N
2000,ANA,162,82,80,N
2000,ARI,162,85,77,N
2000,ATL,162,95,67,N
2000,BAL,162,74,88,N
2000,BOS,162,85,77,N
2000,CHA,162,95,67,N
2000,CHN,162,65,97,N
2000,CIN,163,85,77,N
2000,CLE,162,90,72,N
2000,COL,162,82,80,N
2000,DET,162,79,83,N
2000,FLO,161,79,82,N
2000,HOU,162,72,90,N
2000,KCA,162,77,85,N
2000,LAN,162,86,76,N
2000,MIL,163,73,89,N
2000,MIN,162,69,93,N
2000,MON,162,67,95,N
2000,NYA,161,87,74,Y
2000,NYN,162,94,68,N
2000,OAK,161,91,70,N
2000,PHI,162,65,97,N
2000,PIT,162,69,93,N
2000,SDN,162,76,86,N
2000,SEA,162,91,71,N
2000,SFN,162,97,65,N
2000,SLN,162,95,67,N
2000,TBA,161,69,92,N
2000,TEX,162,71,91,N
2000,TOR,162,83,79,N
2001,ANA,162,75,87,N
2001,ARI,162,92,70,Y
2001,ATL,162,88,74,N
2001,BAL,162,63,98,N
2001,BOS,161,82,79,N
2001,CHA,162,83,79,N
2001,CHN,162,88,74,N
2001,CIN,162,66,96,N
2001,CLE,162,91,71,N
2001,COL,162,73,89,N
2001,DET,162,66,96,N
2001,FLO,162,76,86,N
2001,HOU,162,93,69,N
2001,KCA,162,65,97,N
2001,LAN,162,86,76,N
2001,MIL,162,68,94,N
2001,MIN,162,85,77,N
2001,MON,162,68,94,N
2001,NYA,161,95,65,N
2001,NYN,162,82,80,N
2001,OAK,162,102,60,N
2001,PHI,162,86,76,N
2001,PIT,162,62,100,N
2001,SDN,162,79,83,N
2001,SEA,162,116,46,N
2001,SFN,162,90,72,N
2001,SLN,162,93,69,N
2001,TBA,162,62,100,N
2001,TEX,162,73,89,N
2001,TOR,162,80,82,N
2002,ANA,162,99,63,Y
2002,ARI,162,98,64,N
2002,ATL,161,101,59,N
2002,BAL,162,67,95,N
2002,BOS,162,93,69,N
2002,CHA,162,81,81,N
2002,CHN,162,67,95,N
2002,CIN,162,78,84,N
2002,CLE,162,74,88,N
2002,COL,162,73,89,N
2002,DET,161,55,106,N
2002,FLO,162,79,83,N
2002,HOU,162,84,78,N
2002,KCA,162,62,100,N
2002,LAN,162,92,70,N
2002,MIL,162,56,106,N
2002,MIN,161,94,67,N
2002,MON,162,83,79,N
2002,NYA,161,103,58,N
2002,NYN,161,75,86,N
2002,OAK,162,103,59,N
2002,PHI,161,80,81,N
2002,PIT,161,72,89,N
2002,SDN,162,66,96,N
2002,SEA,162,93,69,N
2002,SFN,162,95,66,N
2002,SLN,162,97,65,N
2002,TBA,161,55,106,N
2002,TEX,162,72,90,N
2002,TOR,162,78,84,N
2003,ANA,162,77,85,N
2003,ARI,162,84,78,N
2003,ATL,162,101,61,N
2003,BAL,163,71,91,N
2003,BOS,162,95,67,N
2003,CHA,162,86,76,N
2003,CHN,162,88,74,N
2003,CIN,162,69,93,N
2003,CLE,162,68,94,N
2003,COL,162,74,88,N
2003,DET,162,43,119,N
2003,FLO,162,91,71,Y
2003,HOU,162,87,75,N
2003,KCA,162,83,79,N
2003,LAN,162,85,77,N
2003,MIL,162,68,94,N
2003,MIN,162,90,72,N
2003,MON,162,83,79,N
2003,NYA,163,101,61,N
2003,NYN,161,66,95,N
2003,OAK,162,96,66,N
2003,PHI,162,86,76,N
2003,PIT,162,75,87,N
2003,SDN,162,64,98,N
2003,SEA,162,93,69,N
2003,SFN,161,100,61,N
2003,SLN,162,85,77,N
2003,TBA,162,63,99,N
2003,TEX,162,71,91,N
2003,TOR,162,86,76,N
2004,ANA,162,92,70,N
2004,ARI,162,51,111,N
2004,ATL,162,96,66,N
2004,BAL,162,78,84,N
2004,BOS,162,98,64,Y
2004,CHA,162,83,79,N
2004,CHN,162,89,73,N
2004,CIN,162,76,86,N
2004,CLE,162,80,82,N
2004,COL,162,68,94,N
2004,DET,162,72,90,N
2004,FLO,162,83,79,N
2004,HOU,162,92,70,N
2004,KCA,162,58,104,N
2004,LAN,162,93,69,N
2004,MIL,161,67,94,N
2004,MIN,162,92,70,N
2004,MON,162,67,95,N
2004,NYA,162,101,61,N
2004,NYN,162,71,91,N
2004,OAK,162,91,71,N
2004,PHI,162,86,76,N
2004,PIT,161,72,89,N
2004,SDN,162,87,75,N
2004,SEA,162,63,99,N
2004,SFN,162,91,71,N
2004,SLN,162,105,57,N
2004,TBA,161,70,91,N
2004,TEX,162,89,73,N
2004,TOR,161,67,94,N
2005,ARI,162,77,85,N
2005,ATL,162,90,72,N
2005,BAL,162,74,88,N
2005,BOS,162,95,67,N
2005,CHA,162,99,63,Y
2005,CHN,162,79,83,N
2005,CIN,163,73,89,N
2005,CLE,162,93,69,N
2005,COL,162,67,95,N
2005,DET,162,71,91,N
2005,FLO,162,83,79,N
2005,HOU,163,89,73,N
2005,KCA,162,56,106,N
2005,LAA,162,95,67,N
2005,LAN,162,71,91,N
2005,MIL,162,81,81,N
2005,MIN,162,83,79,N
2005,NYA,162,95,67,N
2005,NYN,162,83,79,N
2005,OAK,162,88,74,N
2005,PHI,162,88,74,N
2005,PIT,162,67,95,N
2005,SDN,162,82,80,N
2005,SEA,162,69,93,N
2005,SFN,162,75,87,N
2005,SLN,162,100,62,N
2005,TBA,162,67,95,N
2005,TEX,162,79,83,N
2005,TOR,162,80,82,N
2005,WAS,162,81,81,N
2006,ARI,162,76,86,N
2006,ATL,162,79,83,N
2006,BAL,162,70,92,N
2006,BOS,162,86,76,N
2006,CHA,162,90,72,N
2006,CHN,162,66,96,N
2006,CIN,162,80,82,N
2006,CLE,162,78,84,N
2006,COL,162,76,86,N
2006,DET,162,95,67,N
2006,FLO,162,78,84,N
2006,HOU,162,82,80,N
2006,KCA,162,62,100,N
2006,LAA,162,89,73,N
2006,LAN,162,88,74,N
2006,MIL,162,75,87,N
2006,MIN,162,96,66,N
2006,NYA,162,97,65,N
2006,NYN,162,97,65,N
2006,OAK,162,93,69,N
2006,PHI,162,85,77,N
2006,PIT,162,67,95,N
2006,SDN,162,88,74,N
2006,SEA,162,78,84,N
2006,SFN,161,76,85,N
2006,SLN,161,83,78,Y
2006,TBA,162,61,101,N
2006,TEX,162,80,82,N
2006,TOR,162,87,75,N
2006,WAS,162,71,91,N
2007,ARI,162,90,72,N
2007,ATL,162,84,78,N
2007,BAL,162,69,93,N
2007,BOS,162,96,66,Y
2007,CHA,162,72,90,N
2007,CHN,162,85,77,N
2007,CIN,162,72,90,N
2007,CLE,162,96,66,N
2007,COL,163,90,73,N
2007,DET,162,88,74,N
2007,FLO,162,71,91,N
2007,HOU,162,73,89,N
2007,KCA,162,69,93,N
2007,LAA,162,94,68,N
2007,LAN,162,82,80,N
2007,MIL,162,83,79,N
2007,MIN,162,79,83,N
2007,NYA,162,94,68,N
2007,NYN,162,88,74,N
2007,OAK,162,76,86,N
2007,PHI,162,89,73,N
2007,PIT,162,68,94,N
2007,SDN,163,89,74,N
2007,SEA,162,88,74,N
2007,SFN,162,71,91,N
2007,SLN,162,78,84,N
2007,TBA,162,66,96,N
2007,TEX,162,75,87,N
2007,TOR,162,83,79,N
2007,WAS,162,73,89,N
2008,ARI,162,82,80,N
2008,ATL,162,72,90,N
2008,BAL,161,68,93,N
2008,BOS,162,95,67,N
2008,CHA,163,89,74,N
2008,CHN,161,97,64,N
2008,CIN,162,74,88,N
2008,CLE,162,81,81,N
2008,COL,162,74,88,N
2008,DET,162,74,88,N
2008,FLO,161,84,77,N
2008,HOU,161,86,75,N
2008,KCA,162,75,87,N
2008,LAA,162,100,62,N
2008,LAN,162,84,78,N
2008,MIL,162,90,72,N
2008,MIN,163,88,75,N
2008,NYA,162,89,73,N
2008,NYN,162,89,73,N
2008,OAK,161,75,86,N
2008,PHI,162,92,70,Y
2008,PIT,162,67,95,N
2008,SDN,162,63,99,N
2008,SEA,162,61,101,N
2008,SFN,162,72,90,N
2008,SLN,162,86,76,N
2008,TBA,162,97,65,N
2008,TEX,162,79,83,N
2008,TOR,162,86,76,N
2008,WAS,161,59,102,N
2009,ARI,162,70,92,N
2009,ATL,162,86,76,N
2009,BAL,162,64,98,N
2009,BOS,162,95,67,N
2009,CHA,162,79,83,N
2009,CHN,161,83,78,N
2009,CIN,162,78,84,N
2009,CLE,162,65,97,N
2009,COL,162,92,70,N
2009,DET,163,86,77,N
2009,FLO,162,87,75,N
2009,HOU,162,74,88,N
2009,KCA,162,65,97,N
2009,LAA,162,97,65,N
2009,LAN,162,95,67,N
2009,MIL,162,80,82,N
2009,MIN,163,87,76,N
2009,NYA,162,103,59,Y
2009,NYN,162,70,92,N
2009,OAK,162,75,87,N
2009,PHI,162,93,69,N
2009,PIT,161,62,99,N
2009,SDN,162,75,87,N
2009,SEA,162,85,77,N
2009,SFN,162,88,74,N
2009,SLN,162,91,71,N
2009,TBA,162,84,78,N
2009,TEX,162,87,75,N
2009,TOR,162,75,87,N
2009,WAS,162,59,103,N
2010,ARI,162,65,97,N
2010,ATL,162,91,71,N
2010,BAL,162,66,96,N
2010,BOS,162,89,73,N
2010,CHA,162,88,74,N
2010,CHN,162,75,87,N
2010,CIN,162,91,71,N
2010,CLE,162,69,93,N
2010,COL,162,83,79,N
2010,DET,162,81,81,N
2010,FLO,162,80,82,N
2010,HOU,162,76,86,N
2010,KCA,162,67,95,N
2010,LAA,162,80,82,N
2010,LAN,162,80,82,N
2010,MIL,162,77,85,N
2010,MIN,162,94,68,N
2010,NYA,162,95,67,N
2010,NYN,162,79,83,N
2010,OAK,162,81,81,N
2010,PHI,162,97,65,N
2010,PIT,162,57,105,N
2010,SDN,162,90,72,N
2010,SEA,162,61,101,N
2010,SFN,162,92,70,Y
2010,SLN,162,86,76,N
2010,TBA,162,96,66,N
2010,TEX,162,90,72,N
2010,TOR,162,85,77,N
2010,WAS,162,69,93,N
2011,ARI,162,94,68,N
2011,ATL,162,89,73,N
2011,BAL,162,69,93,N
2011,BOS,162,90,72,N
2011,CHA,162,79,83,N
2011,CHN,162,71,91,N
2011,CIN,162,79,83,N
2011,CLE,162,80,82,N
2011,COL,162,73,89,N
2011,DET,162,95,67,N
2011,FLO,162,72,90,N
2011,HOU,162,56,106,N
2011,KCA,162,71,91,N
2011,LAA,162,86,76,N
2011,LAN,161,82,79,N
2011,MIL,162,96,66,N
2011,MIN,162,63,99,N
2011,NYA,162,97,65,N
2011,NYN,162,77,85,N
2011,OAK,162,74,88,N
2011,PHI,162,102,60,N
2011,PIT,162,72,90,N
2011,SDN,162,71,91,N
2011,SEA,162,67,95,N
2011,SFN,162,86,76,N
2011,SLN,162,90,72,Y
2011,TBA,162,91,71,N
2011,TEX,162,96,66,N
2011,TOR,162,81,81,N
2011,WAS,161,80,81,N
2012,ARI,162,81,81,N
2012,ATL,162,94,68,N
2012,BAL,162,93,69,N
2012,BOS,162,69,93,N
2012,CHA,162,85,77,N
2012,CHN,162,61,101,N
2012,CIN,162,97,65,N
2012,CLE,162,68,94,N
2012,COL,162,64,98,N
2012,DET,162,88,74,N
2012,HOU,162,55,107,N
2012,KCA,162,72,90,N
2012,LAA,162,89,73,N
2012,LAN,162,86,76,N
2012,MIA,162,69,93,N
2012,MIL,162,83,79,N
2012,MIN,162,66,96,N
2012,NYA,162,95,67,N
2012,NYN,162,74,88,N
2012,OAK,162,94,68,N
2012,PHI,162,81,81,N
2012,PIT,162,79,83,N
2012,SDN,162,76,86,N
2012,SEA,162,75,87,N
2012,SFN,162,94,68,Y
2012,SLN,162,88,74,N
2012,TBA,162,90,72,N
2012,TEX,162,93,69,N
2012,TOR,162,73,89,N
2012,WAS,162,98,64,N
2013,ARI,162,81,81,N
2013,ATL,162,96,66,N
2013,BAL,162,85,77,N
2013,BOS,162,97,65,Y
2013,CHA,162,63,99,N
2013,CHN,162,66,96,N
2013,CIN,162,90,72,N
2013,CLE,162,92,70,N
2013,COL,162,74,88,N
2013,DET,162,93,69,N
2013,HOU,162,51,111,N
2013,KCA,162,86,76,N
2013,LAA,162,78,84,N
2013,LAN,162,92,70,N
2013,MIA,162,62,100,N
2013,MIL,162,74,88,N
2013,MIN,162,66,96,N
2013,NYA,162,85,77,N
2013,NYN,162,74,88,N
2013,OAK,162,96,66,N
2013,PHI,162,73,89,N
2013,PIT,162,94,68,N
2013,SDN,162,76,86,N
2013,SEA,162,71,91,N
2013,SFN,162,76,86,N
2013,SLN,162,97,65,N
2013,TBA,163,92,71,N
2013,TEX,163,91,72,N
2013,TOR,162,74,88,N
2013,WAS,162,86,76,N
