yearID,teamID,G,W,L,WSWin
2014,ARI,162,64,98,N
2014,ATL,162,79,83,N
2014,BAL,162,96,66,N
2014,BOS,162,71,91,N
2014,CHA,162,73,89,N
2014,CHN,162,73,89,N
2014,CIN,162,76,86,N
2014,CLE,162,85,77,N
2014,COL,162,66,96,N
2014,DET,162,90,72,N
2014,HOU,162,70,92,N
2014,KCA,162,89,73,N
2014,LAA,162,98,64,N
2014,LAN,162,94,68,N
2014,MIA,162,77,85,N
2014,MIL,162,82,80,N
2014,MIN,162,70,92,N
2014,NYA,162,84,78,N
2014,NYN,162,79,83,N
2014,OAK,162,88,74,N
2014,PHI,162,73,89,N
2014,PIT,162,88,74,N
2014,SDN,162,77,85,N
2014,SEA,162,87,75,N
2014,SFN,162,88,74,Y
2014,SLN,162,90,72,N
2014,TBA,162,77,85,N
2014,TEX,162,67,95,N
2014,TOR,162,83,79,N
2014,WAS,162,96,66,N
2015,ARI,162,79,83,N
2015,ATL,162,67,95,N
2015,BAL,162,81,81,N
2015,BOS,162,78,84,N
2015,CHA,162,76,86,N
2015,CHN,162,97,65,N
2015,CIN,162,64,98,N
2015,CLE,161,81,80,N
2015,COL,162,68,94,N
2015,DET,161,74,87,N
2015,HOU,162,86,76,N
2015,KCA,162,95,67,Y
2015,LAA,162,85,77,N
2015,LAN,162,92,70,N
2015,MIA,162,71,91,N
2015,MIL,162,68,94,N
2015,MIN,162,83,79,N
2015,NYA,162,87,75,N
2015,NYN,162,90,72,N
2015,OAK,162,68,94,N
2015,PHI,162,63,99,N
2015,PIT,162,98,64,N
2015,SDN,162,74,88,N
2015,SEA,162,76,86,N
2015,SFN,162,84,78,N
2015,SLN,162,100,62,N
2015,TBA,162,80,82,N
2015,TEX,162,88,74,N
2015,TOR,162,93,69,N
2015,WAS,162,83,79,N
2016,ARI,162,69,93,N
2016,ATL,161,68,93,N
2016,BAL,162,89,73,N
2016,BOS,162,93,69,N
2016,CHA,162,78,84,N
2016,CHN,162,103,58,Y
2016,CIN,162,68,94,N
2016,CLE,161,94,67,N
2016,COL,162,75,87,N
2016,DET,161,86,75,N
2016,HOU,162,84,78,N
2016,KCA,162,81,81,N
2016,LAA,162,74,88,N
2016,LAN,162,91,71,N
2016,MIA,161,79,82,N
2016,MIL,162,73,89,N
2016,MIN,162,59,103,N
2016,NYA,162,84,78,N
2016,NYN,162,87,75,N
2016,OAK,162,69,93,N
2016,PHI,162,71,91,N
2016,PIT,162,78,83,N
2016,SDN,162,68,94,N
2016,SEA,162,86,76,N
2016,SFN,162,87,75,N
2016,SLN,162,86,76,N
2016,TBA,162,68,94,N
2016,TEX,162,95,67,N
2016,TOR,162,89,73,N
2016,WAS,162,95,67,N
2017,ARI,162,93,69,N
2017,ATL,162,72,90,N
2017,BAL,162,75,87,N
2017,BOS,162,93,69,N
2017,CHA,162,67,95,N
2017,CHN,162,92,70,N
2017,CIN,162,68,94,N
2017,CLE,162,102,60,N
2017,COL,162,87,75,N
2017,DET,162,64,98,N
2017,HOU,162,101,61,Y
2017,KCA,162,80,82,N
2017,LAA,162,80,82,N
2017,LAN,162,104,58,N
2017,MIA,162,77,85,N
2017,MIL,162,86,76,N
2017,MIN,162,85,77,N
2017,NYA,162,91,71,N
2017,NYN,162,70,92,N
2017,OAK,162,75,87,N
2017,PHI,162,66,96,N
2017,PIT,162,75,87,N
2017,SDN,162,71,91,N
2017,SEA,162,78,84,N
2017,SFN,162,64,98,N
2017,SLN,162,83,79,N
2017,TBA,162,80,82,N
2017,TEX,162,78,84,N
2017,TOR,162,76,86,N
2017,WAS,162,97,65,N
2018,ARI,162,82,80,N
2018,ATL,162,90,72,N
2018,BAL,162,47,115,N
2018,BOS,162,108,54,Y
2018,CHA,162,62,100,N
2018,CHN,163,95,68,N
2018,CIN,162,67,95,N
2018,CLE,162,91,71,N
2018,COL,163,91,72,N
2018,DET,162,64,98,N
2018,HOU,162,103,59,N
2018,KCA,162,58,104,N
2018,LAA,162,80,82,N
2018,LAN,163,92,71,N
2018,MIA,161,63,98,N
2018,MIL,163,96,67,N
2018,MIN,162,78,84,N
2018,NYA,162,100,62,N
2018,NYN,162,77,85,N
2018,OAK,162,97,65,N
2018,PHI,162,80,82,N
2018,PIT,161,82,79,N
2018,SDN,162,66,96,N
2018,SEA,162,89,73,N
2018,SFN,162,73,89,N
2018,SLN,162,88,74,N
2018,TBA,162,90,72,N
2018,TEX,162,67,95,N
2018,TOR,162,73,89,N
2018,WAS,162,82,80,N
